title,authors,year,venue,category,tags,paper_url,project_url,code_url,dataset_url,code_status,real_robot,robot_platform,summary
Hiking in the Wild - Scalable Perceptive Parkour for Humanoids,Hiking Authors,2026,arXiv preprint,Sim-to-Real and Deployment Systems,"parkour, perception, outdoor",https://arxiv.org/abs/2601.07718,,,,❌ No Code,yes,,Scalable perceptive parkour framework deployed in outdoor wild environments.
HumanoidUMI: Bridging Robot-Free Demonstrations and Humanoid Whole-Body Manipulation,Hongwu Wang; Chenhao Yu; Youhao Hu; Jiachen Zhang; Yuanyuan Li; Shaqi Luo,2026,arXiv 2026.06,Teleoperation and Demonstration Collection,"robot-free-demonstrations, UMI, VR, whole-body-retargeting",https://arxiv.org/abs/2606.27239,,,,❌ No Code,yes,humanoid,Collects robot-free VR/UMI-style demonstrations and retargets sparse human keypoints into humanoid whole-body references for skill learning.
HumanX: Toward Agile and Generalizable Humanoid Interaction Skills from Human Videos,(see paper),2026,arXiv 2026.02,Object-Aware Human Motion Synthesis,"humanoid, video-imitation, RL, real-world",https://arxiv.org/abs/2602.02473,,,,❌ No Code,yes,,XGen synthesizes humanoid HOI data from monocular videos; XMimic learns interaction skills.
Iterative Closed-Loop Motion Synthesis for Scaling the Capabilities of Humanoid Control,arXiv 2026.02,2026,arXiv 2026.02,Whole-Body Motion Tracking and Imitation,"synthetic-data, prompt-refinement, multi-domain, RL-scaling",https://arxiv.org/abs/2602.21599,https://arxiv.org/abs/2602.21599,,,❌ No Code,yes,humanoid (sim/real),Closed-loop synthesis pipeline that grows tracker repertoire across martial-arts/dance/combat/sports/gymnastics.
Learning Asynchronous Upper-body Task-space Trajectory Tracking Policy for Humanoid Robots,Yumeng Liu; Dongqi Wang; Jiyu Yu; Yijun Fan; Rong Xiong; Yue Wang,2026,arXiv 2026.06,Whole-Body Motion Tracking and Imitation,"upper-body-tracking, task-space-control, asynchronous-planning, Unitree-G1",https://arxiv.org/abs/2606.25706,,,,❌ No Code,yes,Unitree G1,"Tracks sparse low-rate upper-body task-space references with cached future trajectories, MPC-completed guidance, and self-guided post-training."
Learning Whole-Body Humanoid Locomotion via Motion Generation and Motion Tracking,arXiv 2026.04,2026,arXiv 2026.04,Whole-Body Motion Tracking and Imitation,"motion-generation, closed-loop-finetuning, sim2real, Unitree-G1",https://arxiv.org/abs/2604.17335,https://arxiv.org/abs/2604.17335,,,❌ No Code,yes,Unitree G1,Couples a frozen motion generator with a finetuned tracker in a closed loop for real-time deployment.
MotionDisco: Motion Discovery for Extreme Humanoid Loco-Manipulation,Ilyass Taouil; Michal Ciebelski; Shafeef Omar; Haizhou Zhao; Angela Dai; Aaron M. Johnson; Majid Khadiv,2026,arXiv 2026.06,Whole-Body Control and Loco-Manipulation,"motion-discovery, LLM-search, contact-rich, long-horizon",https://arxiv.org/abs/2606.06139,,,,❌ No Code,yes,humanoid,LLM-guided evolutionary search discovers long-horizon contact-rich loco-manipulation motions without teleop or human retargeting.
MotionWAM: Towards Foundation World Action Models for Real-Time Humanoid Loco-Manipulation,Jia Zheng; Teli Ma; Yudong Fan; Zifan Wang; Shuo Yang; Junwei Liang,2026,arXiv 2026.06,Humanoid Foundation Models and Generalist Policies,"world-action-model, real-time, loco-manipulation, humanoid",https://arxiv.org/abs/2606.09215,,,,❌ No Code,yes,Unitree G1,Real-time world-action model for humanoid loco-manipulation that avoids slow video-action denoising loops.
Perceptive Behavior Foundation Model: Adapting Human Motion Priors to Robot-Centric Terrain,Zifan Wang; Yizhao Li; Teli Ma; Qiang Zhang; Yudong Fan; Hao Xu; Shuo Yang; Junwei Liang,2026,arXiv 2026.06,Humanoid Foundation Models and Generalist Policies,"behavior-foundation-model, terrain, human-motion-prior, humanoid",https://arxiv.org/abs/2606.08059,,,,❌ No Code,yes,humanoid,Adapts broad human motion priors to robot-centric terrain constraints for reusable perceptive whole-body behavior.
Perceptive Humanoid Parkour: Chaining Dynamic Human Skills via Motion Matching,arXiv 2026.02,2026,arXiv 2026.02,Whole-Body Motion Tracking and Imitation,"parkour, perception, motion-matching, DAgger, distillation",https://arxiv.org/abs/2602.15827,https://arxiv.org/abs/2602.15827,,,❌ No Code,yes,humanoid,"Train RL experts per motion, distill to a depth-image multi-skill student via DAgger+RL for vision-based parkour."
PhysiFlow: Physics-Aware Humanoid Whole-Body VLA via Multi-Brain Latent Flow Matching and Robust Tracking,arXiv 2026.03,2026,arXiv 2026.03,Whole-Body Motion Tracking and Imitation,"VLA, flow-matching, multi-brain, sim2real, Unitree-G1",https://arxiv.org/abs/2603.05410,https://arxiv.org/abs/2603.05410,,,❌ No Code,yes,Unitree G1,Physics-aware whole-body VLA combining multi-brain latent flow matching with a robust tracker on G1.
Predictive Style Matching: Natural and Robust Humanoid Locomotion,Simeon Nedelchev; Ekaterina Chaikovskaia; Egor Davydenko; Eduard Zaliaev; Roman Gorbachev,2026,arXiv 2026.06,Whole-Body Motion Tracking and Imitation,"locomotion, style-matching, robustness, humanoid",https://arxiv.org/abs/2606.07083,,,,❌ No Code,yes,humanoid,Predictive style-matching objective improves natural humanoid gait while preserving disturbance recovery.
PTDL: Multi-Terrain Fall Recovery via Phase-Terrain Decoupled Learning,Xiaoyu Xu; Zhiming Chen; Yuenan Zhao; Ran Song; Wei Zhang,2026,arXiv 2026.06,Whole-Body Motion Tracking and Imitation,"fall-recovery, terrain, proprioception, Unitree-G1",https://arxiv.org/abs/2606.08922,,,,❌ No Code,yes,Unitree G1,"Phase-terrain decoupled policy recovers from falls on slopes, gravel, and uneven terrain before resuming walking."
ReActor: Reinforcement Learning for Physics-Aware Motion Retargeting,David Muller; Agon Serifi; Sammy Christen; Ruben Grandia; Espen Knoop; Moritz Bacher,2026,SIGGRAPH 2026,Human-to-Humanoid Retargeting,"physics-aware, bilevel-optimization, imitation-learning, retargeting",https://arxiv.org/abs/2605.06593,,,,❌ No Code,yes,humanoid / quadruped morphologies,Bilevel RL retargeting jointly adapts reference motion and trains a policy to produce physically feasible motions across morphologies.
RoboReact: Agentic Skill Distillation from Generated Egocentric Videos for Generalizable Whole-Body Manipulation,Shuliang He; Shuai Wang; Bo Yue; Junchi Teng; Changyu Wang; Guiliang Liu,2026,arXiv 2026.08,Whole-Body Control and Loco-Manipulation,"generated-egocentric-video, skill-distillation, whole-body-manipulation, humanoid-retargeting",https://arxiv.org/abs/2608.03387,,,,❌ No Code,yes,high-DoF humanoid,"Converts generated human manipulation videos into object-grounded keyframes, retargets them to humanoids, and refines execution through VLM-guided closed-loop correction."
Robust and Generalized Humanoid Motion Tracking,arXiv 2026.01,2026,arXiv 2026.01,Whole-Body Motion Tracking and Imitation,"robustness, dynamics-conditioned, fall-recovery, breakdance",https://arxiv.org/abs/2601.23080,https://arxiv.org/abs/2601.23080,,,❌ No Code,yes,humanoid,Dynamics-conditioned command aggregation + fall-recovery curriculum tracking even at 1500% noise; breakdance-class motions.
Scaling Behavior Foundation Model for Humanoid Robots,Weishuai Zeng; Kangning Yin; Xiaojie Niu; Shunlin Lu; Weixiang Zhong; Jiahe Chen; Feiyu Jia; Xiao Chen; Zirui Wang; Furui Xu; Ming Zhou; Kailin Li; Weinan Zhang; He Wang; Li Yi; Dahua Lin; Jiangmiao Pang; Jingbo Wang,2026,arXiv 2026.07,Humanoid Foundation Models and Generalist Policies,"behavior-foundation-model, humanoid-transformer, motion-tracking, scaling",https://arxiv.org/abs/2607.15163,,,,❌ No Code,yes,humanoid,"Studies the scaling recipe for humanoid BFMs by coordinating global-frame motion tracking, reference diversity, rollout volume, and a Humanoid Transformer architecture."
SplitAdapter: Load-Aware Humanoid Loco-Manipulation via Factorized Adaptation,Jeonguk Kang; Hanbyel Cho; Sanghyun Kang; Donghan Koo,2026,arXiv 2026.06,Whole-Body Control and Loco-Manipulation,"load-aware, factorized-adaptation, sim-to-real, object-mass",https://arxiv.org/abs/2606.03297,,,,❌ No Code,yes,humanoid,Factorizes load variation and dynamics mismatch into separate adapters for robust humanoid pickup and placement.
StableMimic: Smooth Human-Like Recovery for Humanoid Motion Tracking,Weihao Wu; Ming Huang; Ruofei Liu; Jinglei Nie; Shuxiang Guo; Chunying Li,2026,arXiv 2026.08,Whole-Body Motion Tracking and Imitation,"fall-recovery, motion-tracking, mixture-of-experts, Unitree-G1",https://arxiv.org/abs/2608.02385,,,,❌ No Code,yes,Unitree G1,Blends tracking and recovery experts with a proprioceptive gate so a humanoid can recover from low-height fall states and resume reference tracking.
TaskNPoint: How to Teach Your Humanoid to Hit a Backhand in Minutes,Blake Werner; Ilona Demler; Pietro Perona; Aaron D. Ames,2026,arXiv 2026.06,Whole-Body Control and Loco-Manipulation,"dynamic-skills, sparse-demonstrations, sports-skills, Unitree-G1",https://arxiv.org/abs/2606.26215,,,,❌ No Code,yes,Unitree G1,Teaches dynamic humanoid object-interaction skills from a coach-specified interaction window and a small set of demonstrations.
Towards Miniature Humanoid Tele-Loco-Manipulation Using Virtual Reality and Reinforcement Learning,Nicolas Kosanovic; Jordan Dowdy; Jean Chagas Vaz,2026,Humanoids 2025 / arXiv 2026.07,Teleoperation and Demonstration Collection,"VR-teleoperation, tele-loco-manipulation, reinforcement-learning, miniature-humanoid",https://arxiv.org/abs/2607.20399,,,,❌ No Code,yes,ROBOTIS OP3,Builds a VR upper-body teleoperation and RL lower-body balance stack for miniature humanoid tele-loco-manipulation on ROBOTIS OP3.
X-OP: Cross-Morphology Whole-Body Teleoperation via MPC Retargeting,Jen-Wei Wang; Sarthak Kaingade; Andrea Tagliabue; Nicholas Morozovsky,2026,arXiv 2026.06,Teleoperation and Demonstration Collection,"whole-body-teleoperation, MPC-retargeting, cross-morphology, XR",https://arxiv.org/abs/2606.07934,,,,❌ No Code,yes,humanoid / cross-morphology robots,MPC-based retargeting enables cross-morphology whole-body teleoperation without robot-specific end-to-end retraining.
A Closed-Form Geometric Retargeting Solver for Upper Body Humanoid Robot Teleoperation,,2026,arXiv 2026.02,Human-to-Humanoid Retargeting,,https://arxiv.org/abs/2602.01632,,,,❌ No Code,no,,Closed-form geometric retargeting solver for upper-body teleoperation.
AnchorHOI: Zero-shot Generation of 4D HOI via Anchor-based Prior Distillation,(see paper),2026,AAAI 2026,Human-Object Interaction Motion Generation,"zero-shot, 4D, video-diffusion, NeRF, keypoint",https://arxiv.org/abs/2512.14095,,,,❌ No Code,no,,Anchor NeRFs + anchor keypoints distill image and video diffusion priors for 4D HOI.
AnyBody: Free-Form Whole-Body Humanoid Control from Arbitrary Keypoint Guidance,Shuning Li; Sikai Li; Jiachen Li; Mingyu Ding,2026,arXiv 2026.06,Whole-Body Motion Tracking and Imitation,"free-form-control, keypoint-guidance, motion-tracking, latent-motor-prior",https://arxiv.org/abs/2606.29209,,,,❌ No Code,no,humanoid,"Trains a single latent whole-body controller that can follow arbitrary subsets of body keypoints for tracking, teleoperation, locomotion, and reaching."
Balancing of Humanoid with Object Mass: Trade-off Analyses and Lifting Control,Hyunjong Song; William Z. Peng; Joo H. Kim,2026,arXiv 2026.07,Whole-Body Control and Loco-Manipulation,"object-mass, balance-stability, lifting-control, whole-body-dynamics",https://arxiv.org/abs/2607.29625,,,,❌ No Code,no,humanoid,Analyzes how object mass changes humanoid balance boundaries and uses those dynamics to design lifting and momentum-regulation controllers.
CLOT - Closed-Loop Global Motion Tracking for Whole-Body Humanoid Teleoperation,,2026,arXiv 2026.02,Teleoperation and Demonstration Collection,,https://arxiv.org/abs/2602.15060,,,,❌ No Code,no,,Closed-loop global motion tracking for whole-body teleoperation.
Critic Architecture Matters: Dual vs. Unified Critics for Humanoid Loco-Manipulation,Mehmet Turan Yardımcı,2026,ICRA 2026 Workshop RL4IL,Whole-Body Control and Loco-Manipulation,"dual-critic, reinforcement-learning, reaching, Unitree-G1",https://arxiv.org/abs/2606.11891,,,,❌ No Code,no,Unitree G1,Controlled IsaacLab study showing dual critics outperform unified critics for humanoid reaching and loco-manipulation curricula.
EgoPHI: Estimating Contact and Force from Egocentric Vision,Andela Ilic; Rachel Schuchert; Yijing Jiang; Christian Holz,2026,ECCV 2026 / arXiv 2026.08,Evaluation Metrics and Contact Modeling,"egocentric-vision, hand-object-contact, force-estimation, articulated-objects, sim2real",https://arxiv.org/abs/2608.13014,,,,❌ No Code,no,hand-object interaction data,"Estimates dense hand/object contact maps and 3D force distributions from egocentric RGB plus object geometry, with simulated and physical-object evaluation."
EmbodMocap - In-the-Wild 4D Human-Scene Reconstruction for Embodied Agents,,2026,arXiv 2026.02,Datasets and Benchmarks,,https://arxiv.org/abs/2602.23205,,,,❌ No Code,no,,In-the-wild 4D human-scene reconstruction for embodied agents.
GenTrack: Physical Alignment for Robot-Native Motion Generation and Zero-Shot Humanoid Tracking,Zeyu Ling; Xinyao Yu; Renye Yan; Jikang Cheng; Zhanke Wang; Qing Shuai; Changqing Zou,2026,arXiv 2026.08,Whole-Body Motion Tracking and Imitation,"motion-generation, zero-shot-tracking, execution-grounded-alignment, Unitree-G1",https://arxiv.org/abs/2608.01410,,,,❌ No Code,no,Unitree G1,Alternates text-to-motion generator alignment with tracker training so generated references become more robot-executable for zero-shot humanoid tracking.
GPC: Large-Scale Generative Pretraining for Transferable Motor Control,Yi Shi; Yifeng Jiang; Chen Tessler; Xue Bin Peng,2026,arXiv 2026.06,Related Character Animation and Physics-Based Motion Generation,"generative-controller, tokenized-motor-control, physics-based-animation, motion-prior",https://arxiv.org/abs/2606.29148,,,,❌ No Code,no,physics character / humanoid-like controller,Learns a tokenized motor-control vocabulary and autoregressive generative controller for reusable physics-based character control across motion clips and downstream tasks.
Heracles - Bridging Precise Tracking and Generative Synthesis for General Humanoid Control,,2026,arXiv 2026.03,Whole-Body Motion Tracking and Imitation,,https://arxiv.org/abs/2603.27756,,,,❌ No Code,no,,Combines precise motion tracking with generative motion synthesis for general humanoid whole-body control.
Humanoid-DART: Humanoid Loco-Manipulation using Diffusion-guided Augmentation through Relabeling and Tracking,Pranav Debbad; Kanish Thiagarajan; Victor Dhedin; Shafeef Omar; Majid Khadiv,2026,arXiv 2026.06,Whole-Body Control and Loco-Manipulation,"diffusion-augmentation, relabeling, trajectory-tracking, sparse-demonstrations",https://arxiv.org/abs/2606.26855,,,,❌ No Code,no,humanoid,Bootstraps humanoid loco-manipulation from sparse demos by expanding goal-conditioned trajectories with diffusion generation and RL tracking.
In-Context Model Predictive Generation: Open-Vocabulary Motion Synthesis from Language Models to Physics,Xiaomeng Fu; Junfan Lin; Yang Liu; Yaowei Wang; Guanbin Li; Liang Lin; Ziliang Chen,2026,arXiv 2026.06,Related Character Animation and Physics-Based Motion Generation,"language-to-motion, model-predictive-generation, physics-feedback, open-vocabulary",https://arxiv.org/abs/2606.26981,,,,❌ No Code,no,simulated humanoid / physics character,Uses an LLM planner and model-predictive physical feedback loop to generate open-vocabulary human motion that balances semantic fidelity and physical realism.
InterPhys: Physics-aware Human Motion Synthesis in a Dynamic Scene,(see paper),2026,arXiv 2026.05,Object-Aware Human Motion Synthesis,"physics, contact-force, diffusion, dynamic-scene",https://arxiv.org/abs/2605.01036,,,,❌ No Code,no,,Two-stage diffusion with differentiable contact-force model for physically consistent HSI.
InterPrior - Scaling Generative Control for Physics-Based Human-Object Interactions,,2026,arXiv 2026.02,Human-Object Interaction Motion Generation,,https://arxiv.org/abs/2602.06035,,,,❌ No Code,no,,Scaling generative control for physics-based HOI.
Iterative Closed-Loop Motion Synthesis for Scaling the Capabilities of Humanoid Control,,2026,arXiv 2026.02,Related Character Animation and Physics-Based Motion Generation,,https://arxiv.org/abs/2602.21599,,,,❌ No Code,no,,Iterative closed-loop motion synthesis for humanoid control.
JointHOI: Jointly Generating Contact Maps Enhances Hand Object Interaction Generation,Mingyeong Song; Jungbin Cho; Jisoo Kim; Ananya Bal; Kartik Sharma; Youngjae Yu; Laszlo A. Jeni; Junhyug Noh,2026,arXiv 2026.07,Human-Object Interaction Motion Generation,"hand-object-interaction, contact-maps, diffusion, text-to-HOI",https://arxiv.org/abs/2607.01768,,,,❌ No Code,no,dexterous hand-object interaction,Single-stage text-driven diffusion model jointly generates hand-object motion and temporally evolving contact maps to reduce penetration and floating.
LP-NavOA: Integrated Local Navigation and Obstacle Avoidance for Humanoid Robots under Limited Perception,Yukun Luo; Jianjun Ma; Yuyao Min; Jinzhe Li; Kaihong Huang; Peng Li,2026,arXiv 2026.06,Whole-Body Motion Tracking and Imitation,"humanoid-navigation, obstacle-avoidance, limited-perception, Unitree-G1",https://arxiv.org/abs/2606.23249,,,,❌ No Code,no,Unitree G1,Distills a recurrent local planner on top of a raycast-conditioned humanoid locomotion policy for obstacle avoidance under short-range sensing.
LUCID: Latent-Skill Unified Control via Imagined Dynamics for Long-Horizon Humanoid Loco-Manipulation,Cheng Guo; Mingzhe Ni; Angelo Cangelosi; Arash Ajoudani,2026,arXiv 2026.08,Whole-Body Control and Loco-Manipulation,"latent-skills, model-based-RL, imagined-rollouts, long-horizon-loco-manipulation",https://arxiv.org/abs/2608.07746,,,,❌ No Code,no,simulated humanoid,Plans over reusable whole-body skill latents with a learned macro-dynamics world model for long-horizon humanoid object rearrangement.
MOSAIC - Bridging the Sim-to-Real Gap in Generalist Humanoid Motion Tracking and Teleoperation with Rapid Residual Adaptation,,2026,arXiv 2026.02,Sim-to-Real and Deployment Systems,,https://arxiv.org/abs/2602.08594,,,,❌ No Code,no,,Closes sim-to-real gap for generalist humanoid tracking via residual adaptation.
Now You See That - Learning End-to-End Humanoid Locomotion from Raw Pixels,,2026,arXiv 2026.02,Whole-Body Motion Tracking and Imitation,,https://arxiv.org/abs/2602.06382,,,,❌ No Code,no,,End-to-end humanoid locomotion from raw pixels.
OmniContact: Chaining Meta-Skills via Contact Flow for Generalizable Humanoid Loco-Manipulation,Runyi Yu; Xiaoyi Lin; Ji Ma; Yinhuai Wang; Koukou Luo; Jiahao Ji; Huayi Wang; Wenjia Wang,2026,arXiv 2026.06,Whole-Body Control and Loco-Manipulation,"contact-flow, meta-skills, skill-chaining, recovery, HOI-corpus",https://arxiv.org/abs/2606.26201,,,,❌ No Code,no,humanoid,Represents long-horizon humanoid loco-manipulation with contact-flow trajectories that a low-level tracker and high-level generator can chain.
PFM-HR: Pose Flow Matching for Humanoid Robots,Yukang Gao; Yi Gu; Yangchen Zhou; Xingyu Chen; Zhaorui Wang; Fanghai Zhang; Hanyang Cao; Zhengyang Shen; Ji Ma; Runhan Zhang; Lei Han; Renjing Xu,2026,arXiv 2026.08,Whole-Body Motion Tracking and Imitation,"pose-flow-matching, motion-prior, unordered-pose-data, humanoid-tracking",https://arxiv.org/abs/2608.03227,,,,❌ No Code,no,humanoid tracking benchmarks,Trains a reusable flow-matching pose prior from unordered pose data and uses a Pose Geometry Score to reward structured pose transitions during tracking.
PhotoHOI: Synthesizing 3D Hand-Object Interactions from a Single RGB Photograph,Zhenhao Zhang; Jiajun Zhang; Wei Min; Yebin Liu,2026,arXiv 2026.08,Human-Object Interaction Motion Generation,"photo-conditioned-HOI, open-vocabulary, contact-priors, hand-object-motion",https://arxiv.org/abs/2608.01905,,,,❌ No Code,no,hand-object interaction synthesis,Synthesizes 3D hand-object interaction sequences from one RGB photograph and an open-vocabulary instruction by planning object motion and contact-conditioned hand motion.
Policy-as-Data: Learning Generalizable HOI Diffusion Models from Simulated Physics,Shujia Li; Jianshu Hu; Haiyu Zhang; Yunpeng Jiang; Haoyuan Jin; Xinyuan Chen; Yaohui Wang; Yutong Ban,2026,arXiv 2026.06,Human-Object Interaction Motion Generation,"physics-simulation, diffusion, retargeting, long-horizon-HOI",https://arxiv.org/abs/2606.22806,,,,❌ No Code,no,,Uses task policies trained in physics simulation as a scalable data source for training generalizable HOI diffusion models.
Policy-Induced Hand Priors in Humanoid Dual-Arm Manipulation: Diagnosing and Mitigating Initial-Pose Dependence,Chaeyeon Jung; Juyoun Park,2026,arXiv 2026.08,Evaluation Metrics and Contact Modeling,"humanoid-dual-arm, VLA-evaluation, initial-pose-robustness, hand-priors",https://arxiv.org/abs/2608.11769,,,,❌ No Code,no,humanoid dual-arm manipulation,Diagnoses pose-conditioned hand-selection bias in humanoid VLA manipulation policies and measures it with HandPriorScore-style robustness tests.
PressMimic: Pressure-Guided Motion Capture and Control for Humanoid Robot Imitation,Yi Lu; Shenghao Ren; Tianyu Xiong; Zhaoxiang Li; Jiaqi Li; He Zhang; Tao Yu; Qiu Shen,2026,arXiv 2026.06,Whole-Body Motion Tracking and Imitation,"pressure-sensing, contact-grounding, motion-capture, humanoid-imitation",https://arxiv.org/abs/2606.26741,,,,❌ No Code,no,humanoid,Uses pressure as a shared physical-grounding signal for RGB-pressure human motion capture and pressure-supervised humanoid imitation policies.
Psi0 - An Open Foundation Model Towards Universal Humanoid Loco-Manipulation,,2026,arXiv 2026.03,Humanoid Foundation Models and Generalist Policies,,https://arxiv.org/abs/2603.12263,,,,❌ No Code,no,,Open foundation model targeting universal humanoid loco-manipulation.
RAPT - Model-Predictive Out-of-Distribution Detection and Failure Diagnosis for Sim-to-Real Humanoid Robots,,2026,arXiv 2026.02,Sim-to-Real and Deployment Systems,,https://arxiv.org/abs/2602.01515,,,,❌ No Code,no,,OOD detection and failure diagnosis for sim-to-real humanoids.
RAVEN: Reinforcement-Adaptive Visibility-Graph Planning for Robust Humanoid Navigation with Collision-Free MPC,Ruochen Hou; Shiqi Wang; Beom Jun Kim; Hanzhang Fang; Mehak Singal; Dennis W. Hong,2026,arXiv 2026.07,Whole-Body Motion Tracking and Imitation,"humanoid-navigation, RL-MPC, visibility-graph, collision-avoidance",https://arxiv.org/abs/2607.15701,,,,❌ No Code,no,humanoid,Hierarchical planner uses RL to adapt visibility-graph geometry while a constrained MPC tracks collision-free humanoid navigation trajectories.
RGB: RL Guided Whole-Body MPPI for Humanoid Control,Yunsoo Seo; Sol Choi; Euncheol Im; Myo Taeg Lim; Yisoo Lee,2026,arXiv 2026.06,Whole-Body Motion Tracking and Imitation,"MPPI, RL-prior, whole-body-control, Unitree-G1",https://arxiv.org/abs/2606.25123,,,,❌ No Code,no,Unitree G1,Uses a pretrained RL policy as a dynamically feasible sampling prior for high-rate MPPI whole-body control on a 29-DoF G1 model.
RoboCasa365 - A Large-Scale Simulation Framework for Training and Benchmarking Generalist Robots,,2026,ICLR 2026,Datasets and Benchmarks,,https://openreview.net/forum?id=tQJYKwc3n4,,,,❌ No Code,no,,Large-scale simulation framework for generalist robot benchmarks.
SceMoS: Scene-Aware 3D Human Motion Synthesis with Geometry-Grounded Tokens,(see paper),2026,arXiv 2026.02,Object-Aware Human Motion Synthesis,"scene, planning, tokenization, diffusion",https://arxiv.org/abs/2602.20476,,,,❌ No Code,no,,Scene-aware motion synthesis via geometry-grounded planning tokens; SOTA on TRUMANS.
Towards Motion Turing Test - Evaluating Human-Likeness in Humanoid Robots,,2026,arXiv 2026.03,Datasets and Benchmarks,,https://arxiv.org/abs/2603.06181,,,,❌ No Code,no,,Motion-Turing-test evaluation of humanoid human-likeness.
VENOM: Versatile Embodied Network for Omni-bodied Motion Tracking,Siddharth Padmanabhan; Kazuki Miyazawa; Takato Horii,2026,arXiv 2026.06,Whole-Body Motion Tracking and Imitation,"cross-embodiment, GPT-motion-tracker, multi-humanoid, full-body",https://arxiv.org/abs/2606.16696,,,,❌ No Code,no,multiple simulated humanoids,Trains a GPT-style full-body motion tracker across multiple humanoid embodiments without splitting upper- and lower-body control.
Whole-Body Impedance Model Predictive Control for Safe Physical Human-Robot Interaction on Floating-Base Platforms,Yongyan Cao,2026,arXiv 2026.06,Whole-Body Motion Tracking and Imitation,"impedance-MPC, pHRI, floating-base, null-space-control",https://arxiv.org/abs/2606.14617,,,,❌ No Code,no,floating-base humanoid / legged platform,"Extends impedance MPC to floating-base robots by combining centroidal MPC, priority-driven WBC, and receding-horizon impedance allocation."
WOLF-VLA: Whole-Body Humanoid Optimal Locomotion Framework for Vision-Language-Action Learning,Melya Boukheddimi; Omar Adjali; Daniel Sontag; Frank Kirchner,2026,arXiv 2026.06,Humanoid Foundation Models and Generalist Policies,"VLA, optimal-control, humanoid-locomotion, language-conditioned-control",https://arxiv.org/abs/2606.25591,,,,❌ No Code,no,humanoid,"Builds a VLA training framework from whole-body optimal-control trajectories, egocentric observations, and language instructions for humanoid locomotion tasks."
ZEST - Zero-shot Embodied Skill Transfer for Athletic Robot Control,,2026,arXiv 2026.02,Sim-to-Real and Deployment Systems,,https://arxiv.org/abs/2602.00401,,,,❌ No Code,no,,Zero-shot embodied skill transfer for athletic control.
ACE-F: A Cross Embodiment Foldable System with Force Feedback for Dexterous Teleoperation,et al.,2025,arXiv preprint,Teleoperation and Demonstration Collection,"force-feedback, foldable, dexterous, IK",https://arxiv.org/abs/2511.20887,,announced,,⭐ Code,yes,multiple,Foldable cross-embodiment exoskeleton adds force feedback to ACE-style teleop for higher-quality demos.
AgiBot World Colosseo + GO-1 — Large-scale Manipulation Platform,AgiBot Team / OpenDriveLab,2025,IROS 2025 / IEEE T-RO 2026,Humanoid Foundation Models and Generalist Policies,"1M-trajectories, 217-tasks, ViLLA, latent-action, humanoid",https://arxiv.org/abs/2503.06669,https://agibot-world.com/,https://github.com/OpenDriveLab/AgiBot-World,https://github.com/OpenDriveLab/AgiBot-World,⭐ Code,yes,"AgiBot mobile humanoid (whole-body, dexterous hands, tactile)",1M+ trajectories across 217 tasks in 5 deployment scenarios from 100 real robots.
AirExo-2: Scaling up Generalizable Robotic Imitation Learning with Low-Cost Exoskeletons,"Hongjie Fang, et al.",2025,arXiv preprint,Teleoperation and Demonstration Collection,"exoskeleton, scale, RISE-2, adapter",https://arxiv.org/abs/2503.03081,https://airexo.tech/airexo2/,https://github.com/AirExo/airexo-2,,⭐ Code,yes,dual-arm robots,Scaled AirExo with adapters that turn in-the-wild data into pseudo-robot demos for RISE-2 IL policy.
ALMI — Adversarial Locomotion and Motion Imitation for Humanoid Policy Learning,"Hong Zhang, et al.",2025,NeurIPS 2025,Whole-Body Control and Loco-Manipulation,"adversarial, upper-lower decoupling, dataset",https://arxiv.org/abs/2504.14305,https://almi-humanoid.github.io/,https://github.com/TeleHuman/ALMI-Open,,⭐ Code,yes,Unitree H1-2,Adversarial training between upper and lower body policies plus the ALMI-X language-trajectory dataset.
AMO — Adaptive Motion Optimization for Hyper-Dexterous Humanoid Whole-Body Control,"Jialong Li, Xuxin Cheng, Tianshu Huang, Shiqi Yang, Ri-Zhao Qiu, Xiaolong Wang",2025,RSS 2025,Whole-Body Control and Loco-Manipulation,"whole-body, trajectory-optimization, dexterous",https://arxiv.org/abs/2505.03738,https://amo-humanoid.github.io/,https://github.com/OpenTeleVision/AMO,,⭐ Code,yes,Unitree H1-2,Hybrid sim-to-real RL + trajectory optimization for adaptive whole-body humanoid control with extreme reach.
Any2Track / OpenTrack: Track Any Motions under Any Disturbances,Galaxy General Robotics team,2025,arXiv 2025.09,Whole-Body Motion Tracking and Imitation,"foundation-tracker, history-adapter, disturbance, sim2real, Unitree-G1",https://arxiv.org/abs/2509.13833,https://zzk273.github.io/Any2Track/,https://github.com/GalaxyGeneralRobotics/OpenTrack,,⭐ Code,yes,Unitree G1,AnyTracker (general policy) + AnyAdapter (online history-conditioned dynamics adaptation) for robust tracking under disturbances.
